filename	date	source	author	author_normalized	title	word_count	isLabeled	wc_bin
txt/2001671805.xml.txt	2018-02-14	Los Angeles Times	CHRISTOPHER KNIGHT	Knight, Christopher	Changing how we see our presidents; The Obama portraits buck a few dusty trends by using bright colors -- and African American artists.	1261	NA	long
txt/1690188629.xml.txt	2015-06-21	New York Times	Laura M. Holson	Holson, Laura M	Max Robinson, a Largely Forgotten Trailblazer	1249	NA	long
txt/398616753.xml.txt	1998-10-02	Wall Street Journal	By Abigail Thernstrom	NA	A Flawed Defense of Preferences	1355	NA	long
txt/398209305.xml.txt	1990-02-14	Wall Street Journal	Rabinowitz, Dorothy	Rabinowitz, Dorothy	Echoes of the '50s in Rooney Witch Hunt	1204	NA	long
txt/421387522.xml.txt	1999-03-21	Los Angeles Times	John H. Bunzel	Bunzel, John H	THE NATION; DISCRIMINATION; Stanford's Hiring Quandary	1037	NA	long
txt/2619994612.xml.txt	2022-01-17	Los Angeles Times	Kimberle Williams Crenshaw	NA	King was an early critical race theorist	2042	NA	long
txt/432295114.xml.txt	2003-01-18	New York Times	Frank Rich	Rich, Frank	Joe Millionaire for President	1471	NA	long
txt/421276144.xml.txt	1997-04-14	Los Angeles Times	CHRISTOPHER J. ARRIOLA	Arriola, Christopher J	PERSPECTIVE ON LATINOS; A Landmark Little Noted--Until Today; Children of Mexican heritage were segregated until a federal court order was won against Orange County schools.	1086	NA	long
txt/2126062774.xml.txt	2018-10-28	New York Times	NA	NA	Affirmative Action: Curse or Cure?	2505	NA	long
txt/398728087.xml.txt	2001-03-16	Wall Street Journal	By William McGurn	NA	The Real Ronnie White	1854	NA	long
txt/2214970115.xml.txt	2013-06-09	New York Times (Online)	NA	NA	Affirmative Reaction	1306	NA	long
txt/2814989737.xml.txt	2023-05-18	New York Times (Online)	Charles M. Blow	Blow, Charles M	Vivek Ramaswamy Is the Latest in a Line of Politically Problematic Tech Bros	1179	NA	long
txt/421529120.xml.txt	2000-07-16	Los Angeles Times	Kenneth R. Weiss	Weiss, Kenneth R	LOS ANGELES TIMES INTERVIEW; Alex Saragoza	1892	NA	long
txt/398722399.xml.txt	2000-08-22	Wall Street Journal	By Harry Stein	NA	Remember When Al Gore Was a Moderate?	1197	NA	long
txt/2221341477.xml.txt	2008-10-11	New York Times (Online)	NA	NA	The Terrorist Barack Hussein Obama	1543	NA	long
