coder_id	stance3	origin	coder_quality	filename	date	source	author	author_normalized	keywords	title	word_count	relevant	year
5bb91c132e2fe50001be0d08	0.5	prolific A	TRUE	txt/2628908360.xml.txt	2022-02-15	The Washington Post	Matt Bai	Bai, Matt	Citizenship,Political campaigns,Liberalism,Political parties	I reject both parties’ ideas of Americanism. And I’m not the only one.	1473	FALSE	2022
5bb91c132e2fe50001be0d08	NA	prolific A	TRUE	txt/398321574.xml.txt	1991-07-31	Wall Street Journal	Crovitz, L Gordon	Crovitz, L Gordon	Judges & magistrates,Civil rights,Equality,Segregation,Constitutional law,Slavery,Equal rights,State court decisions	On Brown v. Board of Education, Call Him Thurgood Thomas	873	TRUE	1991
5bb91c132e2fe50001be0d08	-0.5	prolific A	TRUE	txt/1014285656.xml.txt	2012-05-20	New York Times	Ross Douthat	Douthat, Ross	Colleges & universities,Multiculturalism & pluralism,Law schools,Native North Americans,Congressional elections,Genealogy	A Little Bit Indian	806	TRUE	2012
5bb91c132e2fe50001be0d08	1	prolific A	TRUE	txt/2215402698.xml.txt	2013-03-19	New York Times	NA	NA	Research,Researchers,Admissions policies,Schools,Minority & ethnic groups,Hypotheses,Affirmative action	Affirmative Action: Looking at the Data	554	TRUE	2013
5bb91c132e2fe50001be0d08	NA	prolific A	TRUE	txt/424890519.xml.txt	1984-02-12	New York Times	Anthony Lewis William Safire's column now appears every Monday and Friday.	NA	INTERNATIONAL RELATIONS,UNITED STATES INTERNATIONAL RELATIONS	ABROAD AT HOME; AFTER ANDROPOV	821	FALSE	1984
5bb91c132e2fe50001be0d08	-0.5	prolific A	TRUE	txt/2009409469.xml.txt	2018-03-02	New York Times	David Brooks	Brooks, David	Conservatism,Progressivism,Politics,Society,Political power,Mass murders,Firearm laws & regulations,Liberalism,American culture,Narcotics	How the Left Wins the Culture War	859	FALSE	2018
6478e9af7d038af16d294843	0	prolific A	TRUE	txt/421228265.xml.txt	1998-02-09	Los Angeles Times	GEORGE SKELTON	Skelton, George	State elections,Candidates,Governors	California and the West; Like Them or Not, These Candidates Got in the Game	773	FALSE	1998
6478e9af7d038af16d294843	0.5	prolific A	TRUE	txt/408654746.xml.txt	2000-08-17	The Washington Post	NA	NA	Presidential elections,Political conventions,Political campaigns,Editorials -- Lieberman, Joseph I	Mr. Lieberman's Debut	668	FALSE	2000
6478e9af7d038af16d294843	-1	prolific A	TRUE	txt/230632738.xml.txt	2010-05-01	The Washington Post	Anonymous	Anonymous	NA	What we want in a Supreme Court justice	331	NA	2010
6478e9af7d038af16d294843	1	prolific A	TRUE	txt/430898745.xml.txt	1997-12-05	New York Times	NA	NA	Editorials,Race relations,Meetings	Talking About Race in Akron	354	TRUE	1997
6478e9af7d038af16d294843	0	prolific A	TRUE	txt/398299761.xml.txt	1992-08-05	Wall Street Journal	Bolick, Clint	Bolick, Clint	Race relations,Political parties,Polls & surveys,Hearings & confirmations,Schools,Capital punishment,Political leadership,Low income groups,Empowerment,Public housing,Race,Civil rights,Black people,School choice	Blacks and Whites on Common Ground	1220	TRUE	1992
6478e9af7d038af16d294843	0.5	prolific A	TRUE	txt/398787032.xml.txt	2000-06-07	Wall Street Journal	By Holman W. Jenkins Jr.	NA	Litigation,Racial discrimination,Media coverage,Employment discrimination,Employees,Organizational change,Journalism,Journalists,Multiculturalism & pluralism,Racism,Civil rights,Affirmative action	Business World: Coke Wrestles With Race, Gets No Help From the Media	1050	TRUE	2000
6478e9af7d038af16d294843	NA	prolific A	TRUE	txt/398321574.xml.txt	1991-07-31	Wall Street Journal	Crovitz, L Gordon	Crovitz, L Gordon	Judges & magistrates,Civil rights,Equality,Segregation,Constitutional law,Slavery,Equal rights,State court decisions	On Brown v. Board of Education, Call Him Thurgood Thomas	873	TRUE	1991
6478e9af7d038af16d294843	0.5	prolific A	TRUE	txt/398602003.xml.txt	1997-12-11	Wall Street Journal	By Albert R. Hunt	NA	Race relations,Affirmative action,Public opinion surveys,African Americans,Politics,Preferences,Presidents,Armed forces	Politics &amp; People: The Race Initiative: Tough but Worth the Effort	1013	TRUE	1997
6478e9af7d038af16d294843	0.5	prolific A	TRUE	txt/430810646.xml.txt	1997-06-22	New York Times	Frank Rich	Rich, Frank	Slavery,Federal legislation,Race relations	Better Never Than Late	712	TRUE	1997
6478e9af7d038af16d294843	-0.5	prolific A	TRUE	txt/399055159.xml.txt	2008-07-05	Wall Street Journal	John Fund	Fund, John	Political behavior,Fatalities,Conservatism,Nominations,Civil rights,Congressional elections,Communism,Foreign policy	How Jesse Helms Made a Difference	989	TRUE	2008
5edb7982f3b2f87f8ef83236	1	prolific A	TRUE	txt/418520188.xml.txt	1997-12-14	Chicago Tribune	Mary Cianni Richard K. Caputo. Special to the Tribune.	NA	Women,Social conditions & trends,Affirmative action,Employment training programs,Black people,Career development planning	MAKING JOB TRAINING MORE ACCESSIBLE IS AN AFFIRMATIVE ACTION	890	TRUE	1997
5edb7982f3b2f87f8ef83236	-0.5	prolific A	TRUE	txt/398469346.xml.txt	1995-07-12	Wall Street Journal	Keller, Jon	Keller, Jon	Politics,Libertarianism,Governors,Conservatism,Privatization,Tax reform,American history,Republicanism,Capital punishment,Legislators,Baby boomers,Abortion,Candidates,State laws,Talk shows,Affirmative action,State elections	A GOP star becomes 'one of them'	1289	TRUE	1995
5edb7982f3b2f87f8ef83236	1	prolific A	TRUE	txt/421303437.xml.txt	1998-09-06	Los Angeles Times	HERSCHEL ROSENTHAL	Rosenthal, Herschel	NA	Valley Perspective; PERSPECTIVE ON POLITICS; 24 Years of Change, Not All for the Better; Time has brought diversity and a more involved public. But personal relationships and an atmosphere of civility have clearly eroded.	605	NA	1998
5edb7982f3b2f87f8ef83236	0	prolific A	TRUE	txt/293028806.xml.txt	1995-02-26	Los Angeles Times	NA	NA	NA	At UCI, Worthy Attention to Diversity Chancellor Wilkening's Council Should Solidify One of the University's Selling Points	379	NA	1995
5edb7982f3b2f87f8ef83236	0.5	prolific A	TRUE	txt/398602003.xml.txt	1997-12-11	Wall Street Journal	By Albert R. Hunt	NA	Race relations,Affirmative action,Public opinion surveys,African Americans,Politics,Preferences,Presidents,Armed forces	Politics &amp; People: The Race Initiative: Tough but Worth the Effort	1013	TRUE	1997
5edb7982f3b2f87f8ef83236	0	prolific A	TRUE	txt/1823531226.xml.txt	2016-01-01	The Washington Post	NA	NA	Medical marijuana	Marylanders who need medical marijuana don't care where it is grown (Posted 2016-09-16 22:31:48)	119	FALSE	2016
5edb7982f3b2f87f8ef83236	0	prolific A	TRUE	txt/293063140.xml.txt	1995-09-13	Los Angeles Times	NA	NA	NA	The Author Spins a Mystery; Is Colin Powell on a book tour or is he running?	480	NA	1995
5edb7982f3b2f87f8ef83236	NA	prolific A	TRUE	txt/1652232593.xml.txt	2015-02-08	New York Times	Judith Shulevitz	Shulevitz, Judith	Sex crimes,Colleges & universities,College campuses	The Best Way to Address Campus Rape	1084	TRUE	2015
5edb7982f3b2f87f8ef83236	0	prolific A	TRUE	txt/1799136984.xml.txt	2016-06-24	New York Times	NA	NA	Supreme Court decisions,Admissions policies,College admissions,Students,Multiculturalism & pluralism,Editorials,Affirmative action	The Court Decides, and Doesn't: Affirmative Action Survives, Again	702	TRUE	2016
5edb7982f3b2f87f8ef83236	NA	prolific A	TRUE	txt/2530287535.xml.txt	2021-05-22	New York Times	Nicholas Kristof	Kristof, Nicholas	Families & family life,Segregation,Students,Children & youth,Race,Low income groups,Education,School boards	If Only There Were a Viral Video of Our Jim Crow Education System	1724	TRUE	2021
595bee9282be5500017ad683	NA	prolific A	TRUE	txt/1667204395.xml.txt	2015-03-29	The Washington Post	William G Bowen	Bowen, William G	Fossil fuels,Colleges & universities,Divestments,Endowment	Divestment isn'the answer	732	TRUE	2015
595bee9282be5500017ad683	0.5	prolific A	TRUE	txt/408439658.xml.txt	1999-02-19	The Washington Post	William Raspberry	Raspberry, William	Higher education,Reports,Black people	Black Leaders of the Future	704	TRUE	1999
595bee9282be5500017ad683	-1	prolific A	TRUE	txt/398530550.xml.txt	1997-02-24	Wall Street Journal	NA	NA	Editorials,Political appointments,Affirmative action,Political conventions,Nominations,African Americans	Quota person	478	TRUE	1997
595bee9282be5500017ad683	0.5	prolific A	TRUE	txt/2444131672.xml.txt	2020-09-19	The Washington Post	Nancy Gertner	Gertner, Nancy	Equality,Women,Voting rights,Civil rights,Gender,Equal rights,Roles	Ruth Bader Ginsburg was all I wanted to be	844	TRUE	2020
595bee9282be5500017ad683	NA	prolific A	TRUE	txt/2138443158.xml.txt	2018-11-28	New York Times	NA	NA	Human rights,Immigration policy,Refugees,Letters to the editor,Opinions,Noncitizens	Clinton's Call to Curb Migration to Europe	467	FALSE	2018
595bee9282be5500017ad683	NA	prolific A	TRUE	txt/2445858352.xml.txt	2020-09-25	New York Times	Melanye Price	Price, Melanye	Segregation,African Americans,Race,Lynchings,Police departments,Criminal justice,Black history,Deadly force	Breonna Taylor Deserved Justice	1007	TRUE	2020
595bee9282be5500017ad683	1	prolific A	TRUE	txt/427134596.xml.txt	1989-03-08	New York Times	NA	NA	DISCRIMINATION,RACIAL RELATIONS,MINORITIES (ETHNIC, RACIAL, RELIGIOUS),BLACKS (IN US),AFFIRMATIVE ACTION,EDITORIALS	Topics of The Times; Battling Bias at the F.B.I.	237	TRUE	1989
595bee9282be5500017ad683	0.5	prolific A	TRUE	txt/432374988.xml.txt	2003-04-06	New York Times	Adam Cohen	Cohen, Adam	Affirmative action,Judges & magistrates,Women,Litigation	Why Justice O'Connor Could Be Affirmative Action's Unlikely Savior	909	TRUE	2003
595bee9282be5500017ad683	NA	prolific A	TRUE	txt/408354994.xml.txt	1997-12-22	The Washington Post	NA	NA	Editorials,Affirmative action,College admissions,Litigation,Reverse discrimination	The University of Michigan Case	599	TRUE	1997
595bee9282be5500017ad683	0	prolific A	TRUE	txt/409790149.xml.txt	2005-03-27	The Washington Post	Jeffrey Rosen	Rosen, Jeffrey	Death threats,Federal court decisions,Politics,Judges & magistrates	It's The Law, Not the Judge; But These Days the Bench Is the Hot Seat	1323	FALSE	2005
6081ca47eeed1bb51c1d7f7b	1	prolific A	FALSE	txt/293295109.xml.txt	1996-02-04	Los Angeles Times	Matt Belloni	Belloni, Matt	NA	THE STATE; Politics Rears Its Disruptive Head in UC--and Students Suffer; CAMPUS CORRESPONDENT	861	NA	1996
6081ca47eeed1bb51c1d7f7b	-0.5	prolific A	FALSE	txt/418950637.xml.txt	1999-09-18	Chicago Tribune	NA	NA	Editorials,Racism,Contract negotiations,Firefighters	ANOTHER JOKE FROM THE FIREFIGHTERS	330	TRUE	1999
6081ca47eeed1bb51c1d7f7b	0.5	prolific A	FALSE	txt/2244665351.xml.txt	2019-06-21	Chicago Tribune	Darcel Rockett	Rockett, Darcel	African Americans,Racial discrimination,Civil rights,Slavery,Reparations	Commentary: Reparations are necessary, if we want to move past being a nation of ‘Sorry, not sorry’	762	TRUE	2019
6081ca47eeed1bb51c1d7f7b	NA	prolific A	FALSE	txt/421424365.xml.txt	1998-11-23	Los Angeles Times	GEORGE SKELTON	Skelton, George	Hispanic Americans,Voter behavior,Election results,Leadership,Political power	California and the West; Now Latinos Are Changing the Face of Both Parties	740	TRUE	1998
6081ca47eeed1bb51c1d7f7b	0	prolific A	FALSE	txt/418395424.xml.txt	1997-07-07	Chicago Tribune	James Warren, Tribune Staff Writer.	Warren, James	Memorial services,Magazines	BETTY SHABAZZ'S DEATH PART OF THE BIGGER PICTURE	461	FALSE	1997
6081ca47eeed1bb51c1d7f7b	-0.5	prolific A	FALSE	txt/408485014.xml.txt	1999-05-02	The Washington Post	George F. Will	Will, George F	Presidential elections,Candidates,Race relations	A Tip for Bill Bradley	760	TRUE	1999
6081ca47eeed1bb51c1d7f7b	-1	prolific A	FALSE	txt/1034256694.xml.txt	2012-08-19	The Washington Post	NA	NA	Supreme Court decisions,Ethnicity,College admissions	Base college admissions on merit. Period.	214	TRUE	2012
6081ca47eeed1bb51c1d7f7b	NA	prolific A	FALSE	txt/432763623.xml.txt	2004-05-22	New York Times	Ian Haney Lopez	NA	Supreme Court decisions,Hispanic Americans,Racial discrimination,Juries,Bill of Rights-US	Hernandez v. Brown	908	TRUE	2004
6081ca47eeed1bb51c1d7f7b	-0.5	prolific A	FALSE	txt/399053714.xml.txt	2009-06-13	Wall Street Journal	Peter Berkowitz	Berkowitz, Peter	Colleges & universities,American history,Political science,Conservatism,Curricula,Capitalism,International relations,Political theory,Progressivism,Political parties,College students,Traditions,Core curriculum,Democracy,Departments,Philosophy,Education,Philosophers,Affirmative action	Conservatism and the University Curriculum	1004	TRUE	2009
6081ca47eeed1bb51c1d7f7b	-0.5	prolific A	FALSE	txt/430810646.xml.txt	1997-06-22	New York Times	Frank Rich	Rich, Frank	Slavery,Federal legislation,Race relations	Better Never Than Late	712	TRUE	1997
62926b2bba027005e0a84475	0	prolific A	FALSE	txt/421987509.xml.txt	2005-04-22	Los Angeles Times	DAVID GELERNTER	Gelernter, David	Political parties,Conservatism	Commentary; DAVID GELERNTER; To Dems, It's 1974 Forever	648	FALSE	2005
62926b2bba027005e0a84475	0	prolific A	FALSE	txt/398299761.xml.txt	1992-08-05	Wall Street Journal	Bolick, Clint	Bolick, Clint	Race relations,Political parties,Polls & surveys,Hearings & confirmations,Schools,Capital punishment,Political leadership,Low income groups,Empowerment,Public housing,Race,Civil rights,Black people,School choice	Blacks and Whites on Common Ground	1220	TRUE	1992
62926b2bba027005e0a84475	0.5	prolific A	FALSE	txt/429909301.xml.txt	1994-10-23	New York Times	NA	NA	INTELLIGENCE,SOCIAL CONDITIONS AND TRENDS,GENETICS AND HEREDITY	Journal; The Sell Curve	674	FALSE	1994
62926b2bba027005e0a84475	0	prolific A	FALSE	txt/1750369183.xml.txt	2015-01-01	The Washington Post	NA	NA	Social security,Immigration policy,Political parties	How Trump does it (Posted 2015-12-21 02:11:42)	734	FALSE	2015
62926b2bba027005e0a84475	0	prolific A	FALSE	txt/420906077.xml.txt	2010-01-24	Chicago Tribune	Melissa Harris	Harris, Melissa	Multiculturalism & pluralism,Professional recruitment,Boards of directors,Nonprofit organizations	Nonprofits try to improve board diversity	742	TRUE	2010
62926b2bba027005e0a84475	0.5	prolific A	FALSE	txt/293087956.xml.txt	1995-05-05	Los Angeles Times	JOSE ANTONIO BURCIAGA	Burciaga, Jose Antonio	NA	PERSPECTIVE ON DIVERSITY California Dreamin' on Cinco de Mayo For all its problems, this is still the golden state of opportunity where Mexican roots nurture American success.	791	NA	1995
62926b2bba027005e0a84475	-0.5	prolific A	FALSE	txt/2778538694.xml.txt	2023-02-22	Wall Street Journal	Vivek Ramaswamy	Ramaswamy, Vivek	Bureaucrats,National identity,Federal employees,Executive orders,Presidential elections,Censorship,Political parties	Why I'm Running for President	934	FALSE	2023
62926b2bba027005e0a84475	0	prolific A	FALSE	txt/409108213.xml.txt	2001-06-29	The Washington Post	Michael Kinsley	Kinsley, Michael	Nominations,Consent,Conservatism,Constitutional law,Judiciary	Two Little Words: (1) Advice, (2) Consent	956	FALSE	2001
